LOT,ID,TYPE,CRITIQUE_ARGENT,FR_ACTUEL,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,DIOULA_VARIANTES_STT,VALIDE_PAR,STATUT,NOTES_MANUS,NOTES_CLAUDE
1-ARGENT,TATA_ARTICLE_IMPOSSIBLE,TTS_OUTPUT,OUI,Impossible d'ajouter cet article,,,,,,,A_TRADUIRE,,"Repli quand le serveur ne donne pas de message. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_CHOISIS_OPERATEUR,TTS_OUTPUT,OUI,Choisis l'opérateur,,,,,,,A_TRADUIRE,,"Mobile money (désactivé en pilote). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_COMPRIS,TTS_OUTPUT,OUI,J'ai compris : {quantite} pour {montant} {devise}. {suite},quantite montant suite,{devise},,,,,A_TRADUIRE,,"Relecture de la vente DICTÉE ; {suite} = TATA_AJOUT_PANIER. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_COMPTE_A_CHANGE,TTS_OUTPUT,OUI,Le compte a changé. {suite},suite,,,,,,A_TRADUIRE,,{suite} = la relecture du nouveau compte (TATA_RELECTURE_* ou TATA_TOUCHE_LES_BILLETS). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
1-ARGENT,TATA_COMPTE_JUSTE,TTS_OUTPUT,OUI,Compte juste.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_CONFIRMATION_TOTAL,TTS_OUTPUT,OUI,J'ai compris : {quantite} pour {total} {devise}. C'est bon ?,quantite total,{devise},,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_CONFIRMATION_UNITAIRE,TTS_OUTPUT,OUI,J'ai compris : {quantite} à {prixUnitaire} {devise}. Total : {total} {devise}. C'est bon ?,quantite prixUnitaire total,{devise},,,,,A_TRADUIRE,,"Répétition avant confirmation (repli). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_CONFIRME_DEPENSE,TTS_OUTPUT,OUI,"Dépense de {montant} {devise}{produit}, c'est bien ça ?",montant produit,{devise},,,,,A_TRADUIRE,,"{produit} = TATA_PART_POUR_PRODUIT ou vide. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_CONFIRME_VENTE,TTS_OUTPUT,OUI,"Vente de {quantite}{produit}{montant}, c'est bien ça ?",quantite produit montant,,,,,,A_TRADUIRE,,"Composition : {quantite} = TATA_PART_QUANTITE ou vide ; {montant} = TATA_PART_POUR_MONTANT ou vide. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_CORRECTION_RECUE,TTS_OUTPUT,OUI,D'accord : {resume}. C'est bon ?,resume,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_DEPENSE_MONTANT_INCOMPRIS,TTS_OUTPUT,OUI,Je n'ai pas compris combien tu as dépensé. Redis-moi le montant.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_DOIT,TTS_OUTPUT,OUI,Elle doit {total} {devise}.,total,{devise},,,,,A_TRADUIRE,,"Réponse à « combien elle doit ». — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_DOIT_DONNE_RENDS,TTS_OUTPUT,OUI,Elle doit {total} {devise}. Elle t'a donné {recu}. Tu rends {monnaie}.,total recu monnaie,{devise},,,,,A_TRADUIRE,,"Réponse à « combien elle doit » quand le reçu couvre. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_DONNE_RENDS,TTS_OUTPUT,OUI,Elle t'a donné {recu} {devise}. Tu rends {monnaie} {devise}.,recu monnaie,{devise},,,,,A_TRADUIRE,,"Reçu + monnaie à rendre (l'exemple « TATA_027 » de la mission). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_INDIQUE_PRIX,TTS_OUTPUT,OUI,Il faut indiquer ton prix,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_LIGNE_AJOUTEE,TTS_OUTPUT,OUI,"{quantite}, {montantLigne} {devise}. Total : {totalPanier} {devise}.",quantite montantLigne totalPanier,{devise},,,,,A_TRADUIRE,,"{quantite} = « 3 tas de tomate » (TATA_MESURE_DE_PRODUIT) ou « 2 tomates » (TATA_QUANTITE_PRODUIT). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_MANQUE,TTS_OUTPUT,OUI,Il manque {montant} {devise}.,montant,{devise},,,,,A_TRADUIRE,,"Montant insuffisant, dit d'elle-même quand un billet est touché. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_MONNAIE_A_RENDRE,TTS_OUTPUT,OUI,Monnaie à rendre : {monnaie} {devise},monnaie,{devise},,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_MONTANT_DEVISE,TTS_OUTPUT,OUI,{montant} {devise},montant,{devise},,,,,A_TRADUIRE,,"Un montant DIT : « 1 500 francs » ; pour une coupure, {montant} = nom de la coupure (lexique.monnaie.coupures). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES."
1-ARGENT,TATA_MONTANT_RECU_INSUFFISANT,TTS_OUTPUT,OUI,Montant reçu insuffisant,,,,,,,A_TRADUIRE,,"Garde de handlePay. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_MONTANT_TOTAL_INVALIDE,TTS_OUTPUT,OUI,Montant total invalide,,,,,,,A_TRADUIRE,,"Garde de handlePay. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_NE_VALIDE_PAS,TTS_OUTPUT,OUI,"D'accord, je ne valide pas.",,,,,,,A_TRADUIRE,,"Annulation de la validation. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PANIER_VIDE,TTS_OUTPUT,OUI,Ton panier est vide.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PANIER_VIDE_DIS_VENTE,TTS_OUTPUT,OUI,Ton panier est vide. Dis-moi d'abord ce que tu vends.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PART_POUR_MONTANT,TTS_OUTPUT,OUI, pour {montant} {devise},montant,{devise},,,,,A_TRADUIRE,,Morceau de TATA_CONFIRME_VENTE (espace initial voulu). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
1-ARGENT,TATA_PRIX_D_UN_SEUL,TTS_OUTPUT,OUI,Prix d'un seul.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PRIX_DU_TOUT,TTS_OUTPUT,OUI,Prix du tout.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PRIX_EFFACE,TTS_OUTPUT,OUI,Prix effacé.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PRIX_INCOMPRIS,TTS_OUTPUT,OUI,Je n'ai pas compris le prix. Redis-moi combien tu as vendu.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PRIX_INCONNU_PRODUIT,TTS_OUTPUT,OUI,Je n'ai pas le prix de {produit}. Redis-moi combien tu l'as vendu.,produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PRIX_MANQUANT,TTS_OUTPUT,OUI,Et c'est à combien ?,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_PRIX_UNITE_LIGNE,TTS_OUTPUT,OUI,{produit} : {prix} {devise} l'unité,produit prix,{devise},,,,,A_TRADUIRE,,"Négoce : prix convenu tapé. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_QUANTITE_LIGNE,TTS_OUTPUT,OUI,{produit} : {quantite},produit quantite,,,,,,A_TRADUIRE,,"Négoce : quantité tapée. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_QUEL_PRIX,TTS_OUTPUT,OUI,{produit}. Quel est ton prix ?,produit,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_QUESTION_CORRECTION,TTS_OUTPUT,OUI,"Qu'est-ce qui est faux ? Change la quantité, ou le prix.",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_RELECTURE_COMPTE_JUSTE,TTS_OUTPUT,OUI,Elle doit {total} {devise}. Elle t'a donné {recu}. Compte juste. Je valide ?,total recu,{devise},,,,,A_TRADUIRE,,"Relecture financière finale quand il n'y a rien à rendre. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_RELECTURE_MONNAIE,TTS_OUTPUT,OUI,Elle doit {total} {devise}. Elle t'a donné {recu}. Tu rends {monnaie}. Je valide ?,total recu monnaie,{devise},,,,,A_TRADUIRE,,"Relecture financière finale : les trois nombres, puis la question. « oui valide » ne vaut que sur CE compte. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_REPLI_PRIX_CONNU,TTS_OUTPUT,OUI,Le prix est de {montant} {devise}.,montant,{devise},,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_RESUME_PRIX_TOTAL,TTS_OUTPUT,OUI,{resume} pour {total} {symboleDevise},resume total,{symboleDevise},,,,,A_TRADUIRE,,Résumé ÉCRAN (« … pour 1 500 F »). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
1-ARGENT,TATA_RESUME_PRIX_UNITAIRE,TTS_OUTPUT,OUI,{resume} à {prix} {symboleDevise},resume prix,{symboleDevise},,,,,A_TRADUIRE,,Résumé ÉCRAN (« … à 500 F ») — jamais dit tel quel (« F » se lit comme une lettre). — Clé de COMPOSITION (owner = claude) : morceau ou gabarit d'assemblage ; l'ordre des morceaux se décide avec l'ingénierie — proposer la traduction dans NOTES.
1-ARGENT,TATA_TOTAL,TTS_OUTPUT,OUI,Total : {total} {devise},total,{devise},,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_TOUCHE_LES_BILLETS,TTS_OUTPUT,OUI,Elle doit {total} {devise}. Touche les billets qu'elle te donne.,total,{devise},,,,,A_TRADUIRE,,"Montant reçu : au doigt, jamais dicté (pilote). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_UNITE_INCOMPATIBLE,TTS_OUTPUT,OUI,"Tu dis {uniteParlee}, mais {produit} est au prix du {uniteCatalogue}. Dis-moi combien tu l'as vendu.",uniteParlee produit uniteCatalogue,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTE_CREDIT_ENREGISTREE,TTS_OUTPUT,OUI,Vente à crédit enregistrée. {total} {devise},total,{devise},,,,,A_TRADUIRE,,"Crédit désactivé en pilote espèces. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTE_ECHEC,TTS_OUTPUT,OUI,La vente n'a pas pu être enregistrée. Réessaie.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTE_ENREGISTREE,TTS_OUTPUT,OUI,Vente enregistrée. {total} {devise},total,{devise},,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTE_ENREGISTREE_RUPTURE,TTS_OUTPUT,OUI,Vente enregistrée. {total} {devise}. {avertissement},total avertissement,{devise},,,,,A_TRADUIRE,,"{avertissement} = TATA_RUPTURE. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTE_GARDEE_TELEPHONE,TTS_OUTPUT,OUI,Vente gardée sur le téléphone. {total} {devise}. Elle n'est pas encore envoyée. Je l'envoie dès que le réseau revient.,total,{devise},,,,,A_TRADUIRE,,"Vente mise en file hors ligne (OFF-01). Ne doit jamais contenir « enregistrée » ni « réussie ». — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTE_GARDEE_TELEPHONE_RUPTURE,TTS_OUTPUT,OUI,Vente gardée sur le téléphone. {total} {devise}. Elle n'est pas encore envoyée. Je l'envoie dès que le réseau revient. {avertissement},total avertissement,{devise},,,,,A_TRADUIRE,,"Même chose avec l'avertissement de rupture ; {avertissement} = TATA_RUPTURE. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTE_PARTIE,TTS_OUTPUT,OUI,Ta vente gardée sur le téléphone est partie. Le serveur l'a reçue.,,,,,,,A_TRADUIRE,,"Rejeu réussi d'UNE vente (OFF-02). Ne doit jamais parler d'une dépense ni dire « tout ». — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTE_PARTIE_RESTE,TTS_OUTPUT,OUI,Ta vente gardée sur le téléphone est partie. Il en reste {reste} à envoyer.,reste,,,,,,A_TRADUIRE,,"Succès PARTIEL : une vente passée, d'autres encore en file. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTES_PARTIES,TTS_OUTPUT,OUI,{nombre} ventes gardées sur le téléphone sont parties. Le serveur les a reçues.,nombre,,,,,,A_TRADUIRE,,"Rejeu réussi de PLUSIEURS ventes d'un coup : une seule annonce, jamais N. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,TATA_VENTES_PARTIES_RESTE,TTS_OUTPUT,OUI,{nombre} ventes gardées sur le téléphone sont parties. Il en reste {reste} à envoyer.,nombre reste,,,,,,A_TRADUIRE,,"Succès PARTIEL au pluriel. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,WALLET_003,TTS_OUTPUT,OUI,{selectedMontant} francs CFA,selectedMontant,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
1-ARGENT,WALLET_004,TTS_OUTPUT,OUI,Solde masqué,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
